curve_id,study_id,temp_init,temp_regime,temp_range,mean_temp,min_temp,max_temp,dtr,dtr_cal,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,additional_complexity,ls_treat,ls_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,x,x_1,dataset
1,10,25,0,10-34,10,10,10,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,0,0,NA,NA,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,15,15,15,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,13.54,42,1,0.022,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,20,20,20,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,6.45,82,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,22.5,22.5,22.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,4.93,70,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,25,25,25,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,4.02,100,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,26,26,26,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.81,42,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,27,27,27,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.59,101,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,27.5,27.5,27.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.48,124,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,28,28,28,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.37,94,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,28.5,28.5,28.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.27,53,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,29,29,29,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.22,102,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,29.5,29.5,29.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.17,110,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,30,30,30,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.23,64,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,31,31,31,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.21,17,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,32,32,32,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.36,24,1,0.01,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,33,33,33,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.5,7,1,0.017,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,34,34,34,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,0,0,NA,NA,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,24,33,NA,9,1,1,0,1440,1440,development time,time to hatch,days,3.88,36,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,24,33,NA,9,1,1,0,1440,1440,development time,time to hatch,days,4.17,36,1,0.019,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28,24,32,NA,8,1,1,0,1440,1440,development time,time to hatch,days,3.84,34,1,0.009,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28,24,32,NA,8,1,1,0,1440,1440,development time,time to hatch,days,3.97,22,1,0.029,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,26,31,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.54,40,1,0.005,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,26,31,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.45,32,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,27.5,25,30,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.5,42,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,27.5,25,30,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.7,39,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,25,20,30,NA,10,1,1,0,1440,1440,development time,time to hatch,days,4.5,25,1,0.026,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,25,20,30,NA,10,1,1,0,1440,1440,development time,time to hatch,days,4.34,31,1,0.009,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,21,29,NA,8,1,1,0,1440,1440,development time,time to hatch,days,4.17,35,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,21,29,NA,8,1,1,0,1440,1440,development time,time to hatch,days,4.23,27,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,22.5,27.5,NA,5,1,1,0,1440,1440,development time,time to hatch,days,4.01,29,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,22.5,27.5,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.97,26,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,20,15,25,NA,10,1,1,0,1440,1440,development time,time to hatch,days,6.38,40,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17,7,27,NA,20,1,1,0,1440,1440,development time,time to hatch,days,3.64,13,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17,7,27,NA,20,1,1,0,1440,1440,development time,time to hatch,days,3.73,25,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17.5,8,27,NA,19,1,1,0,1440,1440,development time,time to hatch,days,3.68,22,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17.5,8,27,NA,19,1,1,0,1440,1440,development time,time to hatch,days,3.43,35,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18,9,27,NA,18,1,1,0,1440,1440,development time,time to hatch,days,3.43,26,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18,9,27,NA,18,1,1,0,1440,1440,development time,time to hatch,days,3.43,36,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18.5,10,27,NA,17,1,1,0,1440,1440,development time,time to hatch,days,3.34,55,1,0.013,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18.5,10,27,NA,17,1,1,0,1440,1440,development time,time to hatch,days,3.37,57,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,15,10,20,NA,10,1,1,0,1440,1440,development time,time to hatch,days,5.59,15,1,0.03,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,15,10,20,NA,10,1,1,0,1440,1440,development time,time to hatch,days,5.75,18,1,0.036,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,15,10,20,NA,10,1,1,0,1440,1440,development time,time to hatch,days,5.59,24,1,0.009,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,10,10,10,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,0,0,NA,NA,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,15,15,15,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,14.15,40,1,0.036,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,20,20,20,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,6.78,92,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,22.5,22.5,22.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,5.27,63,1,0.012,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,25,25,25,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,4.26,118,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,26,26,26,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,4,35,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,27,27,27,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.78,108,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,27.5,27.5,27.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.65,110,1,0.002,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,28,28,28,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.56,71,1,0.005,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,28.5,28.5,28.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.45,47,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,29,29,29,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.4,104,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,29.5,29.5,29.5,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.35,105,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,30,30,30,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.35,66,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,31,31,31,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.35,21,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,32,32,32,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.5,24,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,33,33,33,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,3.63,17,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,0,10-34,34,34,34,NA,0,NA,NA,NA,NA,NA,development time,time to hatch,days,0,0,NA,NA,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,24,33,NA,9,1,1,0,1440,1440,development time,time to hatch,days,4.06,10,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,24,33,NA,9,1,1,0,1440,1440,development time,time to hatch,days,4.32,28,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28,24,32,NA,8,1,1,0,1440,1440,development time,time to hatch,days,3.97,40,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28,24,32,NA,8,1,1,0,1440,1440,development time,time to hatch,days,4.22,29,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,26,31,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.64,29,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,28.5,26,31,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.75,29,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,27.5,25,30,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.67,33,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,27.5,25,30,NA,5,1,1,0,1440,1440,development time,time to hatch,days,3.95,37,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,25,20,30,NA,10,1,1,0,1440,1440,development time,time to hatch,days,4.86,36,1,0.019,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,24-33,25,20,30,NA,10,1,1,0,1440,1440,development time,time to hatch,days,4.57,45,1,0.011,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,21,29,NA,8,1,1,0,1440,1440,development time,time to hatch,days,4.52,35,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,21,29,NA,8,1,1,0,1440,1440,development time,time to hatch,days,4.39,30,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,22.5,27.5,NA,5,1,1,0,1440,1440,development time,time to hatch,days,4.31,42,1,0.01,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,25,22.5,27.5,NA,5,1,1,0,1440,1440,development time,time to hatch,days,4.17,32,1,0.012,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,20,15,25,NA,10,1,1,0,1440,1440,development time,time to hatch,days,6.95,28,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17,7,27,NA,20,1,1,0,1440,1440,development time,time to hatch,days,3.75,13,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17,7,27,NA,20,1,1,0,1440,1440,development time,time to hatch,days,3.85,27,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17.5,8,27,NA,19,1,1,0,1440,1440,development time,time to hatch,days,3.71,21,1,0.002,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,17.5,8,27,NA,19,1,1,0,1440,1440,development time,time to hatch,days,3.6,38,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,18,9,27,NA,18,1,1,0,1440,1440,development time,time to hatch,days,3.67,33,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
2,10,25,1,15-29,18,9,27,NA,18,1,1,0,1440,1440,development time,time to hatch,days,3.59,36,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,male,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
