curve_id,study_id,temp_init,temp_regime,temp_range,mean_temp,min_temp,max_temp,dtr,fluc_type,ramp_type,mean_time,min_time,max_time,trait,trait_def,units,response,sample_size,variance_type,variance_value,qual_measure,ind_pop,order,family,genus,species,additional_complexity,ls_treat,ls_measure,vert_invert,plant_animal,lab_wild,lat,long,body_size,thermoregulate,notes,x,x_1,dataset
1,10,25,0,10-34,15,15,15,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.07385524372230429,42,1,0.022,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,20,20,20,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.15503875968992248,82,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,22.5,22.5,22.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.20283975659229211,70,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,25,25,25,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.24875621890547267,100,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,26,26,26,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.26246719160104987,42,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,27,27,27,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2785515320334262,101,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,27.5,27.5,27.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.28735632183908044,124,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,28,28,28,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.29673590504451036,94,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,28.5,28.5,28.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.3058103975535168,53,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,29,29,29,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.3105590062111801,102,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,29.5,29.5,29.5,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.31545741324921134,110,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,30,30,30,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.30959752321981426,64,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,31,31,31,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.3115264797507788,17,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,32,32,32,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2976190476190476,24,1,0.01,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,0,10-34,33,33,33,0,NA,NA,NA,NA,NA,development rate,1/time to hatch,1/days,0.2857142857142857,7,1,0.017,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,24,33,9,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2577319587628866,36,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,24,33,9,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.23980815347721823,36,1,0.019,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28,24,32,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2604166666666667,34,1,0.009,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28,24,32,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2518891687657431,22,1,0.029,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,26,31,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2824858757062147,40,1,0.005,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,28.5,26,31,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2898550724637681,32,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,27.5,25,30,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2857142857142857,42,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,27.5,25,30,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.27027027027027023,39,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,25,20,30,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2222222222222222,25,1,0.026,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,24-33,25,20,30,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2304147465437788,31,1,0.009,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,21,29,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.23980815347721823,35,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,21,29,8,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.23640661938534277,27,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,22.5,27.5,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.24937655860349128,29,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,25,22.5,27.5,5,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2518891687657431,26,1,0.008,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,20,15,25,10,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.15673981191222572,40,1,0.016,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17,7,27,20,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2747252747252747,13,1,0.014,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17,7,27,20,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2680965147453083,25,1,0.004,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17.5,8,27,19,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.2717391304347826,22,1,0.003,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,17.5,8,27,19,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.29154518950437314,35,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18,9,27,18,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.29154518950437314,26,1,0.006,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18,9,27,18,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.29154518950437314,36,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18.5,10,27,17,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.29940119760479045,55,1,0.013,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
1,10,25,1,15-29,18.5,10,27,17,1,1,0,1440,1440,development rate,1/time to hatch,1/days,0.29673590504451036,57,1,0.007,0,0,Diptera,Drosophilidae,Drosophila,melanogaster,female,0,0,1,1,0,NA,NA,0,NA,NA,NA,NA,maggie_data
