curve.id.new,temperature,predicted_rate_var
168_fecundity/body weight_n. nevadensis_116.4236111,32.79884326243478,2.352461201610791
168_fecundity/body weight_n. nevadensis_116.4236111,19.86388607804348,0.7984095448846543
168_fecundity/body weight_n. nevadensis_116.4236111,31.86388607804348,4.168516804114835
168_fecundity/body weight_n. nevadensis_116.4236111,31.480016490956523,4.907702085333151
168_fecundity/body weight_n. nevadensis_116.4236111,32.76874323143478,3.844345518298384
111_fecundity_Drosophila_25.761,18,28.695437346358563
111_fecundity_Drosophila_25.761,25,58.96098203877978
111_fecundity_Drosophila_39.891,18,41.129521411248255
111_fecundity_Drosophila_39.891,25,74.09772058563313
159_thorax length_melanogaster_-4.77913_F,10,0.9757794874923429
159_thorax length_melanogaster_-4.77913_F,18,0.9877547093282001
159_thorax length_melanogaster_-4.77913_F,14,1.0247719290545625
159_thorax length_melanogaster_-4.77913_F,15,1.0567724599274562
159_thorax length_melanogaster_-4.77913_F,12,1.04771057331219
159_thorax length_melanogaster_-4.77913_F,21,1.0093160524391172
159_thorax length_melanogaster_-4.77913_F,16,1.0816183276156774
159_thorax length_melanogaster_-4.77913_F,21,1.0471337330609256
159_thorax length_melanogaster_-4.77913_F,21,1.0989810123107209
159_thorax length_melanogaster_-4.77913_F,27,1.0522169333724187
159_thorax length_melanogaster_-4.77913_F,26,1.0693494043376188
159_thorax length_melanogaster_-4.77913_F,28,1.05925309018498
159_thorax length_melanogaster_-0.57549_F,10,0.9897581426906192
159_thorax length_melanogaster_-0.57549_F,18,0.9928934782662064
159_thorax length_melanogaster_-0.57549_F,14,1.040028261277217
159_thorax length_melanogaster_-0.57549_F,15,1.0757655048404078
159_thorax length_melanogaster_-0.57549_F,12,1.0709707996167066
159_thorax length_melanogaster_-0.57549_F,21,1.0155411584184182
159_thorax length_melanogaster_-0.57549_F,16,1.1028380735486736
159_thorax length_melanogaster_-0.57549_F,21,1.0575364771098008
159_thorax length_melanogaster_-0.57549_F,21,1.1147030878264188
159_thorax length_melanogaster_-0.57549_F,27,1.0548021236223963
159_thorax length_melanogaster_-0.57549_F,26,1.0744868748563856
159_thorax length_melanogaster_-0.57549_F,28,1.0595924119326647
159_thorax length_melanogaster_-4.77913_M,10,0.8503530608400559
159_thorax length_melanogaster_-4.77913_M,18,0.8561470345792022
159_thorax length_melanogaster_-4.77913_M,14,0.9017395067345007
159_thorax length_melanogaster_-4.77913_M,15,0.9380424024673151
159_thorax length_melanogaster_-4.77913_M,12,0.9330413361974672
159_thorax length_melanogaster_-4.77913_M,21,0.8807118467262063
159_thorax length_melanogaster_-4.77913_M,16,0.965435575274835
159_thorax length_melanogaster_-4.77913_M,21,0.9221213819942922
159_thorax length_melanogaster_-4.77913_M,21,0.9782667719953436
159_thorax length_melanogaster_-4.77913_M,27,0.9210108834917827
159_thorax length_melanogaster_-4.77913_M,26,0.9398007384252971
159_thorax length_melanogaster_-4.77913_M,28,0.9252347841779893
159_thorax length_melanogaster_-0.57549_M,10,0.8395900989511592
159_thorax length_melanogaster_-0.57549_M,18,0.8453840328762459
159_thorax length_melanogaster_-0.57549_M,14,0.8986270965972276
159_thorax length_melanogaster_-0.57549_M,15,0.9422306029240226
159_thorax length_melanogaster_-0.57549_M,12,0.9403197683459303
159_thorax length_melanogaster_-0.57549_M,21,0.8777375820349673
159_thorax length_melanogaster_-0.57549_M,16,0.9742010551360714
159_thorax length_melanogaster_-0.57549_M,21,0.9239164944229001
159_thorax length_melanogaster_-0.57549_M,21,0.985386483183224
159_thorax length_melanogaster_-0.57549_M,27,0.9197315173148968
159_thorax length_melanogaster_-0.57549_M,26,0.9396631630444119
159_thorax length_melanogaster_-0.57549_M,28,0.9208665619303065
159_thorax length_simulans_-4.77913_F,10,0.9553035877321784
159_thorax length_simulans_-4.77913_F,18,0.9403814118325851
159_thorax length_simulans_-4.77913_F,14,0.9986422789882766
159_thorax length_simulans_-4.77913_F,15,1.0334131911875652
159_thorax length_simulans_-4.77913_F,12,1.0347520303069682
159_thorax length_simulans_-4.77913_F,16,1.059325984213143
159_thorax length_simulans_-4.77913_F,21,1.0006450297957252
159_thorax length_simulans_-4.77913_F,21,1.0607520824818863
159_thorax length_simulans_-4.77913_F,27,0.9844607636362314
159_thorax length_simulans_-4.77913_F,26,1.0075230281245893
159_thorax length_simulans_-4.77913_F,28,0.9876675725499924
159_thorax length_simulans_-0.57549_F,10,0.9658127406795014
159_thorax length_simulans_-0.57549_F,18,0.9440776840141415
159_thorax length_simulans_-0.57549_F,14,1.0128377470764791
159_thorax length_simulans_-0.57549_F,15,1.0523078101212657
159_thorax length_simulans_-0.57549_F,12,1.0564542957095866
159_thorax length_simulans_-0.57549_F,16,1.081377400237928
159_thorax length_simulans_-0.57549_F,21,1.011693847407612
159_thorax length_simulans_-0.57549_F,21,1.0793502911971689
159_thorax length_simulans_-0.57549_F,27,0.9893400365605967
